out, NrmOutDeg   ,  NrmInDeg,NrmDegree,nBetweenness,expe,Tztype,times,Campe,condi,Hytype,year
0,2.832,2.265,3.236,5.262,26,1,1,484.33,114.3030303,x4,2007
0,2.832,2.265,3.236,5.262,26,4,0,484.33,114.3030303,x4,2007
0,2.832,2.265,3.236,5.262,26,1,1,2686.16,113.4411765,x4,2007
0,2.832,2.265,3.236,5.262,26,5,0,176.17,109.8055556,x4,2006
0,2.832,2.265,3.236,5.262,26,12,0,551.6,108.5135135,x4,2006
0,2.832,2.265,3.236,5.262,26,4,0,551.6,108.5135135,x4,2006
0,2.832,2.265,3.236,5.262,26,4,1,707.22,104.4871795,x4,2006
0,2.832,2.265,3.236,5.262,26,4,0,484.33,114.3030303,x10,2007
0,3.398,3.641,4.531,14.487,29,2,1,921.34,114.34375,x2,2007
0,3.398,3.641,4.531,14.487,29,1,1,2861.14,120.3,x3,2008
0,3.398,3.641,4.531,14.487,29,3,0,592.31,112.0285714,x3,2007
0,3.398,3.641,4.531,14.487,29,2,1,592.31,112.0285714,x3,2007
0,3.398,3.641,4.531,14.487,29,4,1,781.53,117.3225806,x3,2008
0,3.398,3.641,4.531,14.487,29,1,1,828.83,127.5357143,x4,2008
0,3.398,3.641,4.531,14.487,29,2,0,828.83,127.5357143,x4,2008
0,3.398,3.641,4.531,14.487,29,3,1,781.53,117.3225806,x4,2008
0,3.398,3.641,4.531,14.487,29,5,0,484.33,114.3030303,x4,2007
0,3.398,3.641,4.531,14.487,29,6,0,2686.16,113.4411765,x4,2007
0,3.398,3.641,4.531,14.487,29,5,0,592.31,112.0285714,x4,2007
0,3.398,3.641,4.531,14.487,29,1,1,551.6,108.5135135,x4,2006
0,3.398,3.641,4.531,14.487,29,3,1,551.6,108.5135135,x4,2006
0,3.398,3.641,4.531,14.487,29,4,1,551.6,108.5135135,x4,2006
0,3.398,3.641,4.531,14.487,29,3,1,176.44,106.3947368,x4,2006
0,3.398,3.641,4.531,14.487,29,5,1,176.44,106.3947368,x4,2006
0,3.398,3.641,4.531,14.487,29,8,0,592.31,112.0285714,x10,2007
0,3.479,1.456,3.479,8.136,72,1,1,2686.16,113.4411765,x1,2007
0,3.479,1.456,3.479,8.136,72,1,1,391.82,123.3793103,x3,2008
0,3.479,1.456,3.479,8.136,72,3,1,484.33,114.3030303,x3,2007
0,3.479,1.456,3.479,8.136,72,1,1,781.53,117.3225806,x3,2008
0,3.479,1.456,3.479,8.136,72,9,0,391.82,123.3793103,x3,2008
0,3.479,1.456,3.479,8.136,72,9,0,921.34,114.34375,x3,2007
0,3.479,1.456,3.479,8.136,72,9,1,484.33,114.3030303,x3,2007
0,3.479,1.456,3.479,8.136,72,3,0,592.31,112.0285714,x3,2007
0,3.479,1.456,3.479,8.136,72,3,1,707.22,104.4871795,x3,2006
0,3.479,1.456,3.479,8.136,72,10,0,391.82,123.3793103,x3,2008
0,3.479,1.456,3.479,8.136,72,10,1,484.33,114.3030303,x3,2007
0,3.479,1.456,3.479,8.136,72,1,1,391.82,123.3793103,x3,2008
0,3.479,1.456,3.479,8.136,72,3,1,551.6,108.5135135,x3,2006
0,3.479,1.456,3.479,8.136,72,1,1,707.22,104.4871795,x3,2006
0,3.479,1.456,3.479,8.136,72,2,0,781.53,117.3225806,x3,2008
0,3.479,1.456,3.479,8.136,72,2,1,2686.16,113.4411765,x3,2007
0,3.479,1.456,3.479,8.136,72,3,1,2861.14,120.3,x3,2008
0,3.479,1.456,3.479,8.136,72,1,1,176.44,106.3947368,x3,2006
0,3.479,1.456,3.479,8.136,72,2,0,2686.16,113.4411765,x3,2007
0,3.479,1.456,3.479,8.136,72,4,0,592.31,112.0285714,x3,2007
0,3.479,1.456,3.479,8.136,72,3,1,2686.16,113.4411765,x3,2007
0,3.479,1.456,3.479,8.136,72,3,1,2686.16,113.4411765,x3,2007
0,3.479,1.456,3.479,8.136,72,4,0,592.31,112.0285714,x3,2007
0,3.479,1.456,3.479,8.136,72,4,0,176.44,106.3947368,x3,2006
0,3.479,1.456,3.479,8.136,72,1,1,2861.14,120.3,x6,2008
0,3.479,1.456,3.479,8.136,72,1,1,2686.16,113.4411765,x6,2007
0,3.479,1.456,3.479,8.136,72,1,1,781.53,117.3225806,x8,2008
0,3.479,1.456,3.479,8.136,72,4,0,781.53,117.3225806,x8,2008
0,3.479,1.456,3.479,8.136,72,1,1,921.34,114.34375,x8,2007
0,3.479,1.456,3.479,8.136,72,3,0,828.83,127.5357143,x4,2008
0,3.479,1.456,3.479,8.136,72,3,0,828.83,127.5357143,x4,2008
0,3.479,1.456,3.479,8.136,72,1,1,391.82,123.3793103,x4,2008
0,3.479,1.456,3.479,8.136,72,1,1,391.82,123.3793103,x4,2008
0,3.479,1.456,3.479,8.136,72,2,0,2861.14,120.3,x4,2008
0,3.479,1.456,3.479,8.136,72,2,0,781.53,117.3225806,x4,2008
0,3.479,1.456,3.479,8.136,72,3,1,781.53,117.3225806,x4,2008
0,3.479,1.456,3.479,8.136,72,1,1,921.34,114.34375,x4,2007
0,3.479,1.456,3.479,8.136,72,1,1,921.34,114.34375,x4,2007
0,3.479,1.456,3.479,8.136,72,2,0,921.34,114.34375,x4,2007
0,3.479,1.456,3.479,8.136,72,1,0,484.33,114.3030303,x4,2007
0,3.479,1.456,3.479,8.136,72,1,0,484.33,114.3030303,x4,2007
0,3.479,1.456,3.479,8.136,72,1,1,2686.16,113.4411765,x4,2007
0,3.479,1.456,3.479,8.136,72,1,1,2686.16,113.4411765,x4,2007
0,3.479,1.456,3.479,8.136,72,1,1,2686.16,113.4411765,x4,2007
0,3.479,1.456,3.479,8.136,72,2,0,2686.16,113.4411765,x4,2007
0,3.479,1.456,3.479,8.136,72,1,1,592.31,112.0285714,x4,2007
0,3.479,1.456,3.479,8.136,72,1,0,592.31,112.0285714,x4,2007
0,3.479,1.456,3.479,8.136,72,2,0,592.31,112.0285714,x4,2007
0,3.479,1.456,3.479,8.136,72,5,0,592.31,112.0285714,x4,2007
0,3.479,1.456,3.479,8.136,72,2,1,176.17,109.8055556,x4,2006
0,3.479,1.456,3.479,8.136,72,2,0,551.6,108.5135135,x4,2006
0,3.479,1.456,3.479,8.136,72,1,1,551.6,108.5135135,x4,2006
0,3.479,1.456,3.479,8.136,72,1,1,551.6,108.5135135,x4,2006
0,3.479,1.456,3.479,8.136,72,2,1,551.6,108.5135135,x4,2006
0,3.479,1.456,3.479,8.136,72,3,0,551.6,108.5135135,x4,2006
0,3.479,1.456,3.479,8.136,72,2,0,551.6,108.5135135,x4,2006
0,3.479,1.456,3.479,8.136,72,2,1,176.44,106.3947368,x4,2006
0,3.479,1.456,3.479,8.136,72,1,1,176.44,106.3947368,x4,2006
0,3.479,1.456,3.479,8.136,72,2,0,176.44,106.3947368,x4,2006
0,3.479,1.456,3.479,8.136,72,1,1,176.44,106.3947368,x4,2006
0,3.479,1.456,3.479,8.136,72,2,0,176.44,106.3947368,x4,2006
0,3.479,1.456,3.479,8.136,72,1,1,176.44,106.3947368,x4,2006
0,3.479,1.456,3.479,8.136,72,2,1,176.44,106.3947368,x4,2006
0,3.479,1.456,3.479,8.136,72,1,0,176.44,106.3947368,x4,2006
0,3.479,1.456,3.479,8.136,72,1,1,176.44,106.3947368,x4,2006
0,3.479,1.456,3.479,8.136,72,3,0,592.31,112.0285714,x10,2007
0,3.479,1.456,3.479,8.136,72,1,0,176.17,109.8055556,x10,2006
0,3.479,1.456,3.479,8.136,72,2,1,176.44,106.3947368,x10,2006
0,3.479,1.456,3.479,8.136,72,1,1,707.22,104.4871795,x10,2006
